"modification_probability"	"count"	"element"
7.1	1351	"3"
7.1	350	"22"
7.1	320	"21"
7.1	553	"20"
7.1	1646	"2"
7.1	514	"19"
7.1	657	"18"
7.1	710	"17"
7.1	687	"16"
7.1	587	"15"
7.1	678	"14"
7.1	725	"13"
7.1	928	"12"
7.1	1098	"11"
7.1	978	"10"
7.1	1685	"1"
7.2	167	"Y"
7.2	915	"X"
7.2	857	"9"
7.2	1100	"8"
7.2	1094	"7"
7.2	1111	"6"
7.2	1273	"5"
7.2	1399	"4"
7.2	1380	"3"
7.2	306	"22"
7.2	280	"21"
7.2	533	"20"
7.2	1615	"2"
7.2	485	"19"
7.2	529	"18"
7.2	703	"17"
7.2	662	"16"
7.2	620	"15"
7.2	647	"14"
7.2	699	"13"
7.2	891	"12"
7.2	1041	"11"
7.2	950	"10"
7.2	1643	"1"
7.3	141	"Y"
7.3	829	"X"
7.3	821	"9"
7.3	1084	"8"
7.3	1071	"7"
7.3	1110	"6"
7.3	1249	"5"
7.3	1315	"4"
7.3	1317	"3"
7.3	313	"22"
7.3	295	"21"
7.3	566	"20"
7.3	1615	"2"
7.3	470	"19"
7.3	574	"18"
7.3	681	"17"
7.3	644	"16"
7.3	599	"15"
7.3	637	"14"
7.3	621	"13"
7.3	839	"12"
7.3	995	"11"
7.3	995	"10"
7.3	1552	"1"
7.4	132	"Y"
7.4	899	"X"
7.4	821	"9"
7.4	993	"8"
7.4	1037	"7"
7.4	1139	"6"
7.4	1179	"5"
7.4	1245	"4"
7.4	1186	"3"
7.4	282	"22"
7.4	300	"21"
7.4	519	"20"
7.4	1544	"2"
7.4	429	"19"
7.4	523	"18"
7.4	610	"17"
7.4	600	"16"
7.4	573	"15"
7.4	594	"14"
7.4	703	"13"
7.4	823	"12"
7.4	984	"11"
7.4	988	"10"
7.4	1497	"1"
7.5	147	"Y"
7.5	855	"X"
7.5	794	"9"
7.5	994	"8"
7.5	1012	"7"
7.5	1066	"6"
7.5	1164	"5"
7.5	1194	"4"
7.5	1196	"3"
7.5	279	"22"
7.5	307	"21"
7.5	452	"20"
7.5	1530	"2"
7.5	492	"19"
7.5	554	"18"
7.5	561	"17"
7.5	602	"16"
7.5	551	"15"
7.5	586	"14"
7.5	690	"13"
7.5	876	"12"
7.5	930	"11"
7.5	934	"10"
7.5	1531	"1"
7.6	139	"Y"
7.6	791	"X"
7.6	723	"9"
7.6	949	"8"
7.6	924	"7"
7.6	1008	"6"
7.6	1080	"5"
7.6	1194	"4"
7.6	1164	"3"
7.6	308	"22"
7.6	255	"21"
7.6	452	"20"
7.6	1464	"2"
7.6	396	"19"
7.6	518	"18"
7.6	592	"17"
7.6	628	"16"
7.6	563	"15"
7.6	567	"14"
7.6	607	"13"
7.6	853	"12"
7.6	883	"11"
7.6	828	"10"
7.6	1486	"1"
7.7	153	"Y"
7.7	809	"X"
7.7	696	"9"
7.7	909	"8"
7.7	945	"7"
7.7	1005	"6"
7.7	1098	"5"
7.7	1172	"4"
7.7	1161	"3"
7.7	260	"22"
7.7	271	"21"
7.7	439	"20"
7.7	1450	"2"
7.7	428	"19"
7.7	507	"18"
7.7	597	"17"
7.7	573	"16"
7.7	547	"15"
7.7	567	"14"
7.7	630	"13"
7.7	756	"12"
7.7	904	"11"
7.7	820	"10"
7.7	1415	"1"
7.8	141	"Y"
7.8	722	"X"
7.8	704	"9"
7.8	908	"8"
7.8	947	"7"
7.8	922	"6"
7.8	1111	"5"
7.8	1200	"4"
7.8	1176	"3"
7.8	238	"22"
7.8	257	"21"
7.8	439	"20"
7.8	1394	"2"
7.8	408	"19"
7.8	519	"18"
7.8	578	"17"
7.8	558	"16"
7.8	558	"15"
7.8	503	"14"
7.8	635	"13"
7.8	751	"12"
7.8	846	"11"
7.8	824	"10"
7.8	1371	"1"
7.9	108	"Y"
7.9	764	"X"
7.9	741	"9"
7.9	898	"8"
7.9	881	"7"
7.9	965	"6"
7.9	1094	"5"
7.9	1169	"4"
7.9	1095	"3"
7.9	277	"22"
7.9	237	"21"
7.9	468	"20"
7.9	1366	"2"
7.9	399	"19"
7.9	462	"18"
7.9	497	"17"
7.9	550	"16"
7.9	506	"15"
7.9	506	"14"
7.9	608	"13"
7.9	758	"12"
7.9	865	"11"
7.9	834	"10"
7.9	1340	"1"
8	118	"Y"
8	718	"X"
8	695	"9"
8	858	"8"
8	940	"7"
8	927	"6"
8	1098	"5"
8	1084	"4"
8	1034	"3"
8	268	"22"
8	242	"21"
8	439	"20"
8	1371	"2"
8	389	"19"
8	473	"18"
8	503	"17"
8	528	"16"
8	475	"15"
8	470	"14"
8	572	"13"
8	744	"12"
8	835	"11"
8	800	"10"
8	1338	"1"
8.1	116	"Y"
8.1	698	"X"
8.1	664	"9"
8.1	861	"8"
8.1	839	"7"
8.1	885	"6"
8.1	1002	"5"
8.1	1004	"4"
8.1	1067	"3"
8.1	251	"22"
8.1	253	"21"
8.1	412	"20"
8.1	1296	"2"
8.1	366	"19"
8.1	433	"18"
8.1	521	"17"
8.1	530	"16"
8.1	437	"15"
8.1	501	"14"
8.1	579	"13"
8.1	733	"12"
8.1	854	"11"
8.1	777	"10"
8.1	1239	"1"
8.2	148	"Y"
8.2	720	"X"
8.2	640	"9"
8.2	859	"8"
8.2	831	"7"
8.2	890	"6"
8.2	984	"5"
8.2	1031	"4"
8.2	1003	"3"
8.2	247	"22"
8.2	226	"21"
8.2	395	"20"
8.2	1251	"2"
8.2	320	"19"
8.2	457	"18"
8.2	500	"17"
8.2	482	"16"
8.2	483	"15"
8.2	486	"14"
8.2	537	"13"
8.2	734	"12"
8.2	742	"11"
8.2	743	"10"
8.2	1328	"1"
8.3	127	"Y"
8.3	724	"X"
8.3	651	"9"
8.3	827	"8"
8.3	820	"7"
8.3	854	"6"
8.3	969	"5"
8.3	977	"4"
8.3	965	"3"
8.3	232	"22"
8.3	247	"21"
8.3	398	"20"
8.3	1219	"2"
8.3	282	"19"
8.3	423	"18"
8.3	479	"17"
8.3	476	"16"
8.3	448	"15"
8.3	490	"14"
8.3	514	"13"
8.3	682	"12"
8.3	724	"11"
8.3	740	"10"
8.3	1200	"1"
8.4	122	"Y"
8.4	628	"X"
8.4	584	"9"
8.4	818	"8"
8.4	838	"7"
8.4	874	"6"
8.4	948	"5"
8.4	1002	"4"
8.4	1023	"3"
8.4	220	"22"
8.4	220	"21"
8.4	373	"20"
8.4	1200	"2"
8.4	377	"19"
8.4	416	"18"
8.4	479	"17"
8.4	489	"16"
8.4	445	"15"
8.4	474	"14"
8.4	556	"13"
8.4	628	"12"
8.4	783	"11"
8.4	697	"10"
8.4	1194	"1"
8.5	115	"Y"
8.5	668	"X"
8.5	623	"9"
8.5	815	"8"
8.5	810	"7"
8.5	782	"6"
8.5	909	"5"
8.5	986	"4"
8.5	986	"3"
8.5	230	"22"
8.5	221	"21"
8.5	429	"20"
8.5	1186	"2"
8.5	360	"19"
8.5	437	"18"
8.5	472	"17"
8.5	486	"16"
8.5	430	"15"
8.5	481	"14"
8.5	475	"13"
8.5	673	"12"
8.5	720	"11"
8.5	712	"10"
8.5	1153	"1"
8.6	109	"Y"
8.6	655	"X"
8.6	633	"9"
8.6	789	"8"
8.6	833	"7"
8.6	873	"6"
8.6	947	"5"
8.6	985	"4"
8.6	939	"3"
8.6	229	"22"
8.6	237	"21"
8.6	384	"20"
8.6	1172	"2"
8.6	335	"19"
8.6	401	"18"
8.6	441	"17"
8.6	455	"16"
8.6	461	"15"
8.6	490	"14"
8.6	528	"13"
8.6	609	"12"
8.6	695	"11"
8.6	679	"10"
8.6	1201	"1"
8.7	115	"Y"
8.7	588	"X"
8.7	599	"9"
8.7	743	"8"
8.7	809	"7"
8.7	828	"6"
8.7	880	"5"
8.7	962	"4"
8.7	935	"3"
8.7	211	"22"
8.7	236	"21"
8.7	350	"20"
8.7	1144	"2"
8.7	340	"19"
8.7	396	"18"
8.7	493	"17"
8.7	488	"16"
8.7	407	"15"
8.7	468	"14"
8.7	451	"13"
8.7	597	"12"
8.7	724	"11"
8.7	685	"10"
8.7	1074	"1"
8.8	120	"Y"
8.8	611	"X"
8.8	536	"9"
8.8	668	"8"
8.8	780	"7"
8.8	823	"6"
8.8	882	"5"
8.8	945	"4"
8.8	909	"3"
8.8	214	"22"
8.8	222	"21"
8.8	380	"20"
8.8	1136	"2"
8.8	344	"19"
8.8	378	"18"
8.8	464	"17"
8.8	440	"16"
8.8	404	"15"
8.8	425	"14"
8.8	505	"13"
8.8	644	"12"
8.8	721	"11"
8.8	655	"10"
8.8	1137	"1"
8.9	121	"Y"
8.9	646	"X"
8.9	562	"9"
8.9	706	"8"
8.9	757	"7"
8.9	788	"6"
8.9	858	"5"
8.9	936	"4"
8.9	896	"3"
8.9	192	"22"
8.9	181	"21"
8.9	382	"20"
8.9	1068	"2"
8.9	270	"19"
8.9	369	"18"
8.9	419	"17"
8.9	416	"16"
8.9	406	"15"
8.9	448	"14"
8.9	451	"13"
8.9	571	"12"
8.9	668	"11"
8.9	710	"10"
8.9	1118	"1"
9	89	"Y"
9	615	"X"
9	586	"9"
9	681	"8"
9	743	"7"
9	790	"6"
9	811	"5"
9	847	"4"
9	901	"3"
9	215	"22"
9	210	"21"
9	340	"20"
9	1035	"2"
9	308	"19"
9	403	"18"
9	443	"17"
9	435	"16"
9	406	"15"
9	441	"14"
9	463	"13"
9	601	"12"
9	722	"11"
9	592	"10"
9	1124	"1"
9.1	115	"Y"
9.1	603	"X"
9.1	577	"9"
9.1	731	"8"
9.1	695	"7"
9.1	716	"6"
9.1	794	"5"
9.1	878	"4"
9.1	844	"3"
9.1	209	"22"
9.1	186	"21"
9.1	345	"20"
9.1	1132	"2"
9.1	308	"19"
9.1	339	"18"
9.1	403	"17"
9.1	453	"16"
9.1	378	"15"
9.1	402	"14"
9.1	463	"13"
9.1	562	"12"
9.1	613	"11"
9.1	606	"10"
9.1	1055	"1"
9.2	115	"Y"
9.2	565	"X"
9.2	561	"9"
9.2	737	"8"
9.2	671	"7"
9.2	727	"6"
9.2	790	"5"
9.2	853	"4"
9.2	820	"3"
9.2	201	"22"
9.2	182	"21"
9.2	327	"20"
9.2	1016	"2"
9.2	312	"19"
9.2	372	"18"
9.2	395	"17"
9.2	386	"16"
9.2	447	"15"
9.2	457	"14"
9.2	471	"13"
9.2	574	"12"
9.2	655	"11"
9.2	621	"10"
9.2	1008	"1"
9.3	91	"Y"
9.3	598	"X"
9.3	494	"9"
9.3	644	"8"
9.3	659	"7"
9.3	754	"6"
9.3	767	"5"
9.3	789	"4"
9.3	809	"3"
9.3	203	"22"
9.3	177	"21"
9.3	305	"20"
9.3	973	"2"
9.3	302	"19"
9.3	369	"18"
9.3	371	"17"
9.3	441	"16"
9.3	372	"15"
9.3	415	"14"
9.3	433	"13"
9.3	589	"12"
9.3	667	"11"
9.3	590	"10"
9.3	953	"1"
9.4	98	"Y"
9.4	576	"X"
9.4	561	"9"
9.4	695	"8"
9.4	690	"7"
9.4	685	"6"
9.4	782	"5"
9.4	842	"4"
9.4	800	"3"
9.4	214	"22"
9.4	196	"21"
9.4	346	"20"
9.4	943	"2"
9.4	260	"19"
9.4	352	"18"
9.4	413	"17"
9.4	395	"16"
9.4	377	"15"
9.4	408	"14"
9.4	419	"13"
9.4	539	"12"
9.4	590	"11"
9.4	630	"10"
9.4	968	"1"
9.5	86	"Y"
9.5	528	"X"
9.5	548	"9"
9.5	648	"8"
9.5	655	"7"
9.5	697	"6"
9.5	769	"5"
9.5	843	"4"
9.5	775	"3"
9.5	206	"22"
9.5	192	"21"
9.5	307	"20"
9.5	947	"2"
9.5	290	"19"
9.5	349	"18"
9.5	410	"17"
9.5	395	"16"
9.5	363	"15"
9.5	393	"14"
9.5	465	"13"
9.5	494	"12"
9.5	623	"11"
9.5	519	"10"
9.5	960	"1"
9.6	94	"Y"
9.6	535	"X"
9.6	503	"9"
9.6	680	"8"
9.6	663	"7"
9.6	652	"6"
9.6	799	"5"
9.6	755	"4"
9.6	795	"3"
9.6	209	"22"
9.6	201	"21"
9.6	347	"20"
9.6	955	"2"
9.6	310	"19"
9.6	368	"18"
9.6	390	"17"
9.6	412	"16"
9.6	360	"15"
9.6	393	"14"
9.6	418	"13"
9.6	570	"12"
9.6	615	"11"
9.6	582	"10"
9.6	930	"1"
9.7	89	"Y"
9.7	528	"X"
9.7	491	"9"
9.7	598	"8"
9.7	654	"7"
9.7	705	"6"
9.7	765	"5"
9.7	800	"4"
9.7	831	"3"
9.7	210	"22"
9.7	173	"21"
9.7	327	"20"
9.7	961	"2"
9.7	318	"19"
9.7	368	"18"
9.7	374	"17"
9.7	375	"16"
9.7	347	"15"
9.7	397	"14"
9.7	446	"13"
9.7	479	"12"
9.7	586	"11"
9.7	582	"10"
9.7	993	"1"
9.8	84	"Y"
9.8	500	"X"
9.8	495	"9"
9.8	599	"8"
9.8	604	"7"
9.8	628	"6"
9.8	744	"5"
9.8	767	"4"
9.8	775	"3"
9.8	176	"22"
9.8	170	"21"
9.8	313	"20"
9.8	935	"2"
9.8	295	"19"
9.8	347	"18"
9.8	392	"17"
9.8	406	"16"
9.8	340	"15"
9.8	386	"14"
9.8	422	"13"
9.8	509	"12"
9.8	592	"11"
9.8	543	"10"
9.8	924	"1"
9.9	97	"Y"
9.9	511	"X"
9.9	541	"9"
9.9	581	"8"
9.9	631	"7"
9.9	648	"6"
9.9	739	"5"
9.9	740	"4"
9.9	732	"3"
9.9	170	"22"
9.9	170	"21"
9.9	338	"20"
9.9	944	"2"
9.9	258	"19"
9.9	316	"18"
9.9	344	"17"
9.9	334	"16"
9.9	352	"15"
9.9	327	"14"
9.9	420	"13"
9.9	495	"12"
9.9	581	"11"
9.9	571	"10"
9.9	912	"1"
10	94	"Y"
10	480	"X"
10	470	"9"
10	613	"8"
10	646	"7"
10	646	"6"
10	700	"5"
10	734	"4"
10	774	"3"
10	185	"22"
10	165	"21"
10	309	"20"
10	954	"2"
10	210	"19"
10	316	"18"
10	348	"17"
10	362	"16"
10	309	"15"
10	396	"14"
10	393	"13"
10	497	"12"
10	562	"11"
10	530	"10"
10	968	"1"
10.1	90	"Y"
10.1	493	"X"
10.1	491	"9"
10.1	572	"8"
10.1	575	"7"
10.1	667	"6"
10.1	693	"5"
10.1	753	"4"
10.1	727	"3"
10.1	176	"22"
10.1	170	"21"
10.1	304	"20"
10.1	910	"2"
10.1	241	"19"
10.1	317	"18"
10.1	352	"17"
10.1	348	"16"
10.1	305	"15"
10.1	397	"14"
10.1	372	"13"
10.1	514	"12"
10.1	572	"11"
10.1	523	"10"
10.1	896	"1"
10.2	77	"Y"
10.2	501	"X"
10.2	453	"9"
10.2	597	"8"
10.2	562	"7"
10.2	600	"6"
10.2	653	"5"
10.2	706	"4"
10.2	694	"3"
10.2	166	"22"
10.2	151	"21"
10.2	290	"20"
10.2	904	"2"
10.2	249	"19"
10.2	308	"18"
10.2	359	"17"
10.2	394	"16"
10.2	339	"15"
10.2	353	"14"
10.2	399	"13"
10.2	486	"12"
10.2	547	"11"
10.2	529	"10"
10.2	843	"1"
10.3	75	"Y"
10.3	489	"X"
10.3	484	"9"
10.3	619	"8"
10.3	583	"7"
10.3	628	"6"
10.3	682	"5"
10.3	736	"4"
10.3	735	"3"
10.3	159	"22"
10.3	163	"21"
10.3	285	"20"
10.3	903	"2"
10.3	241	"19"
10.3	329	"18"
10.3	331	"17"
10.3	383	"16"
10.3	333	"15"
10.3	323	"14"
10.3	389	"13"
10.3	463	"12"
10.3	523	"11"
10.3	503	"10"
10.3	833	"1"
10.4	86	"Y"
10.4	460	"X"
10.4	476	"9"
10.4	603	"8"
10.4	640	"7"
10.4	625	"6"
10.4	674	"5"
10.4	703	"4"
10.4	695	"3"
10.4	171	"22"
10.4	156	"21"
10.4	274	"20"
10.4	882	"2"
10.4	290	"19"
10.4	338	"18"
10.4	358	"17"
10.4	352	"16"
10.4	333	"15"
10.4	350	"14"
10.4	361	"13"
10.4	503	"12"
10.4	537	"11"
10.4	514	"10"
10.4	882	"1"
10.5	74	"Y"
10.5	435	"X"
10.5	471	"9"
10.5	585	"8"
10.5	599	"7"
10.5	621	"6"
10.5	657	"5"
10.5	698	"4"
10.5	683	"3"
10.5	174	"22"
10.5	167	"21"
10.5	292	"20"
10.5	897	"2"
10.5	226	"19"
10.5	324	"18"
10.5	354	"17"
10.5	356	"16"
10.5	302	"15"
10.5	321	"14"
10.5	377	"13"
10.5	450	"12"
10.5	528	"11"
10.5	557	"10"
10.5	851	"1"
10.6	75	"Y"
10.6	483	"X"
10.6	423	"9"
10.6	539	"8"
10.6	540	"7"
10.6	592	"6"
10.6	667	"5"
10.6	621	"4"
10.6	676	"3"
10.6	140	"22"
10.6	174	"21"
10.6	293	"20"
10.6	833	"2"
10.6	260	"19"
10.6	319	"18"
10.6	332	"17"
10.6	353	"16"
10.6	290	"15"
10.6	302	"14"
10.6	390	"13"
10.6	466	"12"
10.6	592	"11"
10.6	508	"10"
10.6	807	"1"
10.7	92	"Y"
10.7	423	"X"
10.7	465	"9"
10.7	566	"8"
10.7	514	"7"
10.7	571	"6"
10.7	683	"5"
10.7	724	"4"
10.7	721	"3"
10.7	182	"22"
10.7	155	"21"
10.7	260	"20"
10.7	799	"2"
10.7	227	"19"
10.7	298	"18"
10.7	329	"17"
10.7	368	"16"
10.7	314	"15"
10.7	377	"14"
10.7	395	"13"
10.7	469	"12"
10.7	521	"11"
10.7	496	"10"
10.7	803	"1"
10.8	72	"Y"
10.8	455	"X"
10.8	435	"9"
10.8	573	"8"
10.8	507	"7"
10.8	548	"6"
10.8	631	"5"
10.8	647	"4"
10.8	677	"3"
10.8	169	"22"
10.8	164	"21"
10.8	285	"20"
10.8	850	"2"
10.8	270	"19"
10.8	278	"18"
10.8	342	"17"
10.8	336	"16"
10.8	294	"15"
10.8	302	"14"
10.8	380	"13"
10.8	457	"12"
10.8	506	"11"
10.8	497	"10"
10.8	857	"1"
10.9	101	"Y"
10.9	435	"X"
10.9	434	"9"
10.9	524	"8"
10.9	579	"7"
10.9	566	"6"
10.9	642	"5"
10.9	676	"4"
10.9	649	"3"
10.9	162	"22"
10.9	154	"21"
10.9	288	"20"
10.9	842	"2"
10.9	236	"19"
10.9	275	"18"
10.9	314	"17"
10.9	319	"16"
10.9	299	"15"
10.9	334	"14"
10.9	354	"13"
10.9	467	"12"
10.9	544	"11"
10.9	489	"10"
10.9	792	"1"
11	82	"Y"
11	472	"X"
11	428	"9"
11	590	"8"
11	551	"7"
11	524	"6"
11	628	"5"
11	680	"4"
11	623	"3"
11	175	"22"
11	179	"21"
11	249	"20"
11	807	"2"
11	261	"19"
11	327	"18"
11	327	"17"
11	377	"16"
11	282	"15"
11	335	"14"
11	335	"13"
11	425	"12"
11	479	"11"
11	464	"10"
11	839	"1"
11.1	61	"Y"
11.1	437	"X"
11.1	405	"9"
11.1	531	"8"
11.1	528	"7"
11.1	553	"6"
11.1	601	"5"
11.1	656	"4"
11.1	686	"3"
11.1	178	"22"
11.1	153	"21"
11.1	249	"20"
11.1	864	"2"
11.1	234	"19"
11.1	293	"18"
11.1	285	"17"
11.1	354	"16"
11.1	321	"15"
11.1	294	"14"
11.1	369	"13"
11.1	430	"12"
11.1	464	"11"
11.1	442	"10"
11.1	758	"1"
11.2	71	"Y"
11.2	405	"X"
11.2	367	"9"
11.2	530	"8"
11.2	515	"7"
11.2	554	"6"
11.2	645	"5"
11.2	639	"4"
11.2	641	"3"
11.2	164	"22"
11.2	163	"21"
11.2	254	"20"
11.2	777	"2"
11.2	230	"19"
11.2	257	"18"
11.2	296	"17"
11.2	297	"16"
11.2	320	"15"
11.2	322	"14"
11.2	340	"13"
11.2	437	"12"
11.2	502	"11"
11.2	507	"10"
11.2	824	"1"
11.3	72	"Y"
11.3	384	"X"
11.3	433	"9"
11.3	520	"8"
11.3	494	"7"
11.3	555	"6"
11.3	580	"5"
11.3	660	"4"
11.3	617	"3"
11.3	169	"22"
11.3	150	"21"
11.3	279	"20"
11.3	745	"2"
11.3	209	"19"
11.3	259	"18"
11.3	332	"17"
11.3	298	"16"
11.3	297	"15"
11.3	323	"14"
11.3	367	"13"
11.3	443	"12"
11.3	467	"11"
11.3	486	"10"
11.3	770	"1"
11.4	72	"Y"
11.4	396	"X"
11.4	388	"9"
11.4	529	"8"
11.4	514	"7"
11.4	562	"6"
11.4	622	"5"
11.4	642	"4"
11.4	661	"3"
11.4	146	"22"
11.4	169	"21"
11.4	258	"20"
11.4	813	"2"
11.4	225	"19"
11.4	275	"18"
11.4	291	"17"
11.4	333	"16"
11.4	258	"15"
11.4	315	"14"
11.4	336	"13"
11.4	434	"12"
11.4	471	"11"
11.4	480	"10"
11.4	789	"1"
11.5	82	"Y"
11.5	400	"X"
11.5	413	"9"
11.5	503	"8"
11.5	515	"7"
11.5	534	"6"
11.5	587	"5"
11.5	591	"4"
11.5	626	"3"
11.5	173	"22"
11.5	145	"21"
11.5	257	"20"
11.5	752	"2"
11.5	246	"19"
11.5	258	"18"
11.5	299	"17"
11.5	320	"16"
11.5	284	"15"
11.5	292	"14"
11.5	329	"13"
11.5	427	"12"
11.5	456	"11"
11.5	440	"10"
11.5	716	"1"
11.6	83	"Y"
11.6	391	"X"
11.6	400	"9"
11.6	486	"8"
11.6	514	"7"
11.6	524	"6"
11.6	629	"5"
11.6	616	"4"
11.6	685	"3"
11.6	148	"22"
11.6	134	"21"
11.6	244	"20"
11.6	768	"2"
11.6	209	"19"
11.6	283	"18"
11.6	299	"17"
11.6	301	"16"
11.6	302	"15"
11.6	311	"14"
11.6	344	"13"
11.6	426	"12"
11.6	434	"11"
11.6	447	"10"
11.6	728	"1"
11.7	67	"Y"
11.7	404	"X"
11.7	387	"9"
11.7	515	"8"
11.7	512	"7"
11.7	523	"6"
11.7	609	"5"
11.7	658	"4"
11.7	614	"3"
11.7	152	"22"
11.7	174	"21"
11.7	247	"20"
11.7	771	"2"
11.7	224	"19"
11.7	282	"18"
11.7	318	"17"
11.7	329	"16"
11.7	300	"15"
11.7	302	"14"
11.7	336	"13"
11.7	385	"12"
11.7	441	"11"
11.7	474	"10"
11.7	787	"1"
11.8	72	"Y"
11.8	395	"X"
11.8	388	"9"
11.8	509	"8"
11.8	491	"7"
11.8	555	"6"
11.8	595	"5"
11.8	602	"4"
11.8	587	"3"
11.8	145	"22"
11.8	160	"21"
11.8	253	"20"
11.8	743	"2"
11.8	217	"19"
11.8	289	"18"
11.8	275	"17"
11.8	313	"16"
11.8	286	"15"
11.8	277	"14"
11.8	322	"13"
11.8	427	"12"
11.8	456	"11"
11.8	387	"10"
11.8	729	"1"
11.9	54	"Y"
11.9	395	"X"
11.9	389	"9"
11.9	530	"8"
11.9	491	"7"
11.9	531	"6"
11.9	580	"5"
11.9	603	"4"
11.9	562	"3"
11.9	156	"22"
11.9	144	"21"
11.9	235	"20"
11.9	794	"2"
11.9	196	"19"
11.9	260	"18"
11.9	301	"17"
11.9	281	"16"
11.9	266	"15"
11.9	283	"14"
11.9	310	"13"
11.9	407	"12"
11.9	448	"11"
11.9	441	"10"
11.9	732	"1"
12	65	"Y"
12	336	"X"
12	394	"9"
12	481	"8"
12	478	"7"
12	517	"6"
12	548	"5"
12	593	"4"
12	607	"3"
12	145	"22"
12	145	"21"
12	263	"20"
12	720	"2"
12	200	"19"
12	259	"18"
12	291	"17"
12	299	"16"
12	291	"15"
12	256	"14"
12	306	"13"
12	400	"12"
12	488	"11"
12	458	"10"
12	720	"1"
12.1	76	"Y"
12.1	413	"X"
12.1	428	"9"
12.1	467	"8"
12.1	501	"7"
12.1	500	"6"
12.1	593	"5"
12.1	566	"4"
12.1	589	"3"
12.1	141	"22"
12.1	162	"21"
12.1	229	"20"
12.1	726	"2"
12.1	208	"19"
12.1	258	"18"
12.1	267	"17"
12.1	309	"16"
12.1	288	"15"
12.1	266	"14"
12.1	321	"13"
12.1	385	"12"
12.1	476	"11"
12.1	397	"10"
12.1	733	"1"
12.2	74	"Y"
12.2	351	"X"
12.2	406	"9"
12.2	503	"8"
12.2	455	"7"
12.2	489	"6"
12.2	578	"5"
12.2	577	"4"
12.2	561	"3"
12.2	140	"22"
12.2	139	"21"
12.2	248	"20"
12.2	724	"2"
12.2	228	"19"
12.2	281	"18"
12.2	276	"17"
12.2	292	"16"
12.2	276	"15"
12.2	280	"14"
12.2	330	"13"
12.2	377	"12"
12.2	437	"11"
12.2	442	"10"
12.2	730	"1"
12.3	65	"Y"
12.3	398	"X"
12.3	374	"9"
12.3	515	"8"
12.3	486	"7"
12.3	517	"6"
12.3	590	"5"
12.3	531	"4"
12.3	621	"3"
12.3	141	"22"
12.3	139	"21"
12.3	218	"20"
12.3	711	"2"
12.3	181	"19"
12.3	270	"18"
12.3	274	"17"
12.3	278	"16"
12.3	278	"15"
12.3	278	"14"
12.3	304	"13"
12.3	387	"12"
12.3	458	"11"
12.3	433	"10"
12.3	691	"1"
12.4	77	"Y"
12.4	363	"X"
12.4	370	"9"
12.4	474	"8"
12.4	453	"7"
12.4	471	"6"
12.4	532	"5"
12.4	551	"4"
12.4	584	"3"
12.4	142	"22"
12.4	134	"21"
12.4	225	"20"
12.4	744	"2"
12.4	206	"19"
12.4	272	"18"
12.4	252	"17"
12.4	288	"16"
12.4	276	"15"
12.4	291	"14"
12.4	310	"13"
12.4	428	"12"
12.4	439	"11"
12.4	419	"10"
12.4	685	"1"
12.5	56	"Y"
12.5	424	"X"
12.5	359	"9"
12.5	454	"8"
12.5	511	"7"
12.5	471	"6"
12.5	580	"5"
12.5	564	"4"
12.5	587	"3"
12.5	139	"22"
12.5	146	"21"
12.5	228	"20"
12.5	661	"2"
12.5	214	"19"
12.5	272	"18"
12.5	298	"17"
12.5	284	"16"
12.5	241	"15"
12.5	293	"14"
12.5	321	"13"
12.5	373	"12"
12.5	391	"11"
12.5	442	"10"
12.5	727	"1"
12.6	72	"Y"
12.6	338	"X"
12.6	364	"9"
12.6	477	"8"
12.6	428	"7"
12.6	471	"6"
12.6	551	"5"
12.6	573	"4"
12.6	522	"3"
12.6	129	"22"
12.6	132	"21"
12.6	240	"20"
12.6	683	"2"
12.6	202	"19"
12.6	269	"18"
12.6	285	"17"
12.6	300	"16"
12.6	267	"15"
12.6	268	"14"
12.6	313	"13"
12.6	363	"12"
12.6	376	"11"
12.6	397	"10"
12.6	683	"1"
12.7	61	"Y"
12.7	349	"X"
12.7	347	"9"
12.7	527	"8"
12.7	496	"7"
12.7	463	"6"
12.7	534	"5"
12.7	559	"4"
12.7	599	"3"
12.7	135	"22"
12.7	142	"21"
12.7	225	"20"
12.7	643	"2"
12.7	190	"19"
12.7	238	"18"
12.7	256	"17"
12.7	286	"16"
12.7	261	"15"
12.7	290	"14"
12.7	297	"13"
12.7	419	"12"
12.7	439	"11"
12.7	406	"10"
12.7	672	"1"
12.8	56	"Y"
12.8	330	"X"
12.8	332	"9"
12.8	463	"8"
12.8	454	"7"
12.8	451	"6"
12.8	530	"5"
12.8	579	"4"
12.8	571	"3"
12.8	138	"22"
12.8	153	"21"
12.8	220	"20"
12.8	701	"2"
12.8	204	"19"
12.8	237	"18"
12.8	283	"17"
12.8	301	"16"
12.8	271	"15"
12.8	256	"14"
12.8	299	"13"
12.8	373	"12"
12.8	461	"11"
12.8	429	"10"
12.8	656	"1"
12.9	80	"Y"
12.9	327	"X"
12.9	333	"9"
12.9	457	"8"
12.9	464	"7"
12.9	464	"6"
12.9	524	"5"
12.9	549	"4"
12.9	500	"3"
12.9	129	"22"
12.9	126	"21"
12.9	225	"20"
12.9	749	"2"
12.9	185	"19"
12.9	268	"18"
12.9	275	"17"
12.9	263	"16"
12.9	273	"15"
12.9	282	"14"
12.9	314	"13"
12.9	449	"12"
12.9	431	"11"
12.9	385	"10"
